expdate,strike,Call/Put,Symbol,Price,Bid,Ask,Change,Percent Change,Volume,Open Interest,Option Value,IV,Param IV,Delta,Gamma,Theta,Alpha,Vega,Rho
01/02/2015,522.5,Call,GOOG  150102C00522500,5.250,4.70,5.80,-3.50,-40,1,106,5.2500,0.1864,16.1296,0.7076,0.0473,-0.6257,-0.0756,0.1339,0.0201
01/02/2015,522.5,Put,GOOG  150102P00522500,0.850,0.75,0.95,0.18,25.9259,393,458,0.8500,0.1479,16.1296,-0.2463,0.0549,-0.4555,-0.1205,0.1254,-0.0067
01/02/2015,525.0,Call,GOOG  150102C00525000,3.250,3.00,3.50,-3.55,-52.2059,122,340,3.2500,0.16,14.9401,0.5915,0.0623,-0.6070,-0.1026,0.1513,0.0169
01/02/2015,525.0,Put,GOOG  150102P00525000,1.450,1.40,1.50,0.35,31.8182,845,2118,1.4500,0.1337,14.9401,-0.3916,0.0740,-0.5012,-0.1478,0.1506,-0.0104
01/02/2015,527.5,Call,GOOG  150102C00527500,1.900,1.70,2.10,-2.95,-60.8247,222,244,1.9000,0.1547,13.9592,0.4303,0.0652,-0.5932,-0.1098,0.1531,0.0123
01/02/2015,527.5,Put,GOOG  150102P00527500,2.700,2.50,2.90,0.98,56.5217,1377,1523,2.7000,0.1354,13.9592,-0.5804,0.0745,-0.5164,-0.1442,0.1523,-0.0148
01/02/2015,530.0,Call,GOOG  150102C00530000,0.925,0.85,1.00,-2.38,-71.9697,936,578,0.9250,0.1466,13.2287,0.2671,0.0576,-0.4703,-0.1224,0.1281,0.0077
01/02/2015,530.0,Put,GOOG  150102P00530000,4.200,3.90,4.50,1.50,55.5556,657,1294,4.2000,0.1205,13.2287,-0.7764,0.0639,-0.3502,-0.1826,0.1178,-0.0183
01/02/2015,532.5,Call,GOOG  150102C00532500,0.450,0.35,0.55,-1.62,-78.3132,685,352,0.4500,0.1493,12.7869,0.1501,0.0401,-0.3396,-0.1181,0.0909,0.0043
01/02/2015,532.5,Put,GOOG  150102P00532500,6.000,5.40,6.60,2.05,51.8987,122,266,6.5463,0.1493,12.7869,-0.8504,0.0402,-0.3377,-0.1189,0.0935,-0.0191
01/02/2015,535.0,Call,GOOG  150102C00535000,0.175,0.10,0.25,-1.05,-85.7143,952,1184,0.1859,0.1493,12.6595,0.0721,0.0236,-0.2000,-0.1181,0.0535,0.0021
01/02/2015,535.0,Put,GOOG  150102P00535000,8.300,7.70,8.90,2.65,46.9026,49,278,8.7816,0.1493,12.6595,-0.9285,0.0236,-0.1971,-0.1196,0.0569,-0.0182
01/02/2015,537.5,Call,GOOG  150102C00537500,0.000,0.00,0.15,-0.70,-100,379,292,0.0671,0.1493,12.8513,0.0299,0.0117,-0.0988,-0.1181,0.0265,0.0009
01/02/2015,537.5,Put,GOOG  150102P00537500,10.700,10.00,11.40,3.35,45.5782,3,45,11.1629,0.1493,12.8513,-0.9708,0.0116,-0.0953,-0.1212,0.0294,-0.0151
01/02/2015,540.0,Call,GOOG  150102C00540000,0.000,0.00,0.05,-0.35,-100,323,1518,0.0211,0.1493,13.3443,0.0107,0.0049,-0.0411,-0.1181,0.0110,0.0003
01/02/2015,540.0,Put,GOOG  150102P00540000,13.050,12.10,14.00,3.55,37.3684,10,40,13.6176,0.1493,13.3443,-0.9900,0.0047,-0.0374,-0.1261,0.0128,-0.0101
01/02/2015,542.5,Call,GOOG  150102C00542500,0.000,0.00,0.05,-0.15,-100,105,452,0.0058,0.1493,14.1031,0.0033,0.0017,-0.0144,-0.1181,0.0038,0.0001
01/02/2015,542.5,Put,GOOG  150102P00542500,15.450,14.60,16.30,3.55,29.8319,15,41,16.1034,0.1493,14.1031,-0.9973,0.0016,-0.0112,-0.1450,0.0044,-0.0034
01/02/2015,545.0,Call,GOOG  150102C00545000,0.000,0.00,0.05,-0.10,-100,39,263,0.0014,0.1493,15.084,0.0009,0.0005,-0.0043,-0.1180,0.0011,0.0000
01/02/2015,545.0,Put,GOOG  150102P00545000,18.050,17.10,19.00,3.70,25.784,15,42,18.6001,0.1493,15.084,-0.9996,0.0005,-0.0014,-0.3317,0.0010,-0.0002
01/02/2015,547.5,Call,GOOG  150102C00547500,0.000,0.00,0.05,0.00,0,11,215,0.0003,0.1493,16.2435,0.0002,0.0001,-0.0011,-0.1183,0.0003,0.0000
01/02/2015,547.5,Put,GOOG  150102P00547500,20.500,18.70,22.30,3.60,21.3018,0,5,21.1000,0.1493,16.2435,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
01/02/2015,550.0,Call,GOOG  150102C00550000,0.000,0.00,0.05,0.00,0,0,169,0.0000,0.1493,17.5432,0.0000,0.0000,-0.0002,-0.1195,0.0001,0.0000
01/02/2015,550.0,Put,GOOG  150102P00550000,23.000,21.20,24.80,3.70,19.171,6,11,23.6000,0.1493,17.5432,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
01/02/2015,552.5,Call,GOOG  150102C00552500,0.000,0.00,0.05,0.00,0,8,587,0.0000,0.1493,18.9515,0.0000,0.0000,-0.0000,-0.1220,0.0000,0.0000
01/02/2015,552.5,Put,GOOG  150102P00552500,25.700,23.80,27.60,4.05,18.7067,0,14,26.1000,0.1493,18.9515,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
01/02/2015,555.0,Call,GOOG  150102C00555000,0.000,0.00,0.05,0.00,0,0,85,0.0000,0.1493,20.4436,0.0000,0.0000,-0.0000,-0.1667,0.0000,0.0000
01/02/2015,555.0,Put,GOOG  150102P00555000,28.050,26.10,30.00,3.45,14.0244,1,4,28.6000,0.1493,20.4436,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
